stem,domain,cell,s,g,y,judge
stem_0104,econ,LL,0,0,6.623781171976589,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0104,econ,LH,0,1,7.398609854841197,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0104,econ,HL,1,0,7.355861773947254,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0104,econ,HH,1,1,8.499218187083898,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0105,econ,LL,0,0,5.12754684126412,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0105,econ,LH,0,1,5.8677152431046125,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0105,econ,HL,1,0,6.953668639063835,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0105,econ,HH,1,1,7.927761635502975,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0106,econ,LL,0,0,7.0886561044317205,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0106,econ,LH,0,1,7.9925245052800165,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0106,econ,HL,1,0,7.298048263313831,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0106,econ,HH,1,1,7.6025964619730075,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0108,econ,LL,0,0,5.2666219715029,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0108,econ,LH,0,1,7.625085888830654,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0108,econ,HL,1,0,7.317105261099641,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0108,econ,HH,1,1,7.77842115536987,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0109,econ,LL,0,0,6.34400951792486,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0109,econ,LH,0,1,6.588357185974019,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0109,econ,HL,1,0,6.552665764815174,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0109,econ,HH,1,1,7.708024990301055,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0110,econ,LL,0,0,7.559337040569517,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0110,econ,LH,0,1,8.28598467820666,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0110,econ,HL,1,0,8.138604865405796,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0110,econ,HH,1,1,8.047810993084568,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0111,econ,LL,0,0,6.3636839951213915,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0111,econ,LH,0,1,7.709864801319782,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0111,econ,HL,1,0,7.387692557531409,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0111,econ,HH,1,1,7.9914245690451935,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0112,econ,LL,0,0,6.939904915168881,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0112,econ,LH,0,1,8.335157378664007,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0112,econ,HL,1,0,7.6663941577862715,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0112,econ,HH,1,1,8.374881202940742,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0113,econ,LL,0,0,5.726275430992246,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0113,econ,LH,0,1,8.250213073872146,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0113,econ,HL,1,0,6.591043480671942,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0113,econ,HH,1,1,8.374023038326413,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0114,econ,LL,0,0,6.633721183228772,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0114,econ,LH,0,1,7.604899993864819,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0114,econ,HL,1,0,6.728050495381467,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0114,econ,HH,1,1,8.085338715245598,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0115,econ,LL,0,0,5.181162356399,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0115,econ,LH,0,1,5.626837630872615,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0115,econ,HL,1,0,6.241775467875414,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0115,econ,HH,1,1,6.882022546327789,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0117,econ,LL,0,0,7.7846254206233425,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0117,econ,LH,0,1,8.469294089003597,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0117,econ,HL,1,0,7.871792108519003,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0117,econ,HH,1,1,8.08347971769399,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0118,econ,LL,0,0,6.868530875566648,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0118,econ,LH,0,1,8.644791032256762,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0118,econ,HL,1,0,6.377846595598385,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0118,econ,HH,1,1,8.655231075033953,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0119,econ,LL,0,0,7.539038818795234,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0119,econ,LH,0,1,8.038873930621776,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0119,econ,HL,1,0,7.038556175655685,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0119,econ,HH,1,1,8.25847793246794,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0120,econ,LL,0,0,7.801272294018418,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0120,econ,LH,0,1,8.045887477441283,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0120,econ,HL,1,0,7.758506802259944,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0120,econ,HH,1,1,8.203773511733743,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0121,econ,LL,0,0,6.617436472617555,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0121,econ,LH,0,1,7.251967703574337,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0121,econ,HL,1,0,6.662963165028486,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0121,econ,HH,1,1,7.276722096605226,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0122,econ,LL,0,0,6.706419774331152,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0122,econ,LH,0,1,8.117321585596073,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0122,econ,HL,1,0,6.916973252315074,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0122,econ,HH,1,1,8.148190508480184,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0123,econ,LL,0,0,6.311630082302145,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0123,econ,LH,0,1,8.008146996853611,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0123,econ,HL,1,0,6.48775746091269,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0123,econ,HH,1,1,7.270696095743915,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0124,econ,LL,0,0,5.975889723747969,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0124,econ,LH,0,1,7.615559406578541,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0124,econ,HL,1,0,6.620673032244667,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0124,econ,HH,1,1,7.635113091557287,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0125,econ,LL,0,0,7.495801778277382,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0125,econ,LH,0,1,8.237594046271624,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0125,econ,HL,1,0,7.13828769302927,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0125,econ,HH,1,1,7.62083913506649,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0126,econ,LL,0,0,6.635858986061066,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0126,econ,LH,0,1,7.085558536637109,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0126,econ,HL,1,0,6.889478783821687,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0126,econ,HH,1,1,8.150606321520172,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0127,econ,LL,0,0,6.3009467595256865,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0127,econ,LH,0,1,7.1171775257680565,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0127,econ,HL,1,0,6.160720448940992,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0127,econ,HH,1,1,6.456710935104638,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0128,econ,LL,0,0,5.858239725930616,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0128,econ,LH,0,1,6.019619033409981,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0128,econ,HL,1,0,6.358586820977507,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0128,econ,HH,1,1,7.255850563524291,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0129,econ,LL,0,0,6.004202735377476,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0129,econ,LH,0,1,6.4231676595518366,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0129,econ,HL,1,0,6.429593684268184,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0129,econ,HH,1,1,8.092093397975987,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0130,econ,LL,0,0,7.970536191918654,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0130,econ,LH,0,1,8.153201410284964,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0130,econ,HL,1,0,7.351742912855116,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0130,econ,HH,1,1,8.50705495108923,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0132,econ,LL,0,0,6.352100608579349,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0132,econ,LH,0,1,6.734427127172239,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0132,econ,HL,1,0,7.2097963688429445,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0132,econ,HH,1,1,7.503628780235886,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0133,econ,LL,0,0,7.735178384114988,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0133,econ,LH,0,1,7.220418970187893,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0133,econ,HL,1,0,7.316298527206527,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0133,econ,HH,1,1,7.64055939730315,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0134,econ,LL,0,0,6.372092034609523,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0134,econ,LH,0,1,7.164078707617591,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0134,econ,HL,1,0,7.058433156344108,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0134,econ,HH,1,1,8.002557271887781,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0135,econ,LL,0,0,7.071593390894122,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0135,econ,LH,0,1,6.185787039168645,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0135,econ,HL,1,0,7.268658229615539,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0135,econ,HH,1,1,6.1834247331134975,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0136,econ,LL,0,0,7.054079866109532,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0136,econ,LH,0,1,6.692957778883283,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0136,econ,HL,1,0,7.165205423836596,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0136,econ,HH,1,1,7.613706485921284,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0137,econ,LL,0,0,7.325192428776063,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0137,econ,LH,0,1,7.9331711604463635,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0137,econ,HL,1,0,7.079793946351856,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0137,econ,HH,1,1,8.004123465507291,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0138,econ,LL,0,0,6.080183660553303,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0138,econ,LH,0,1,5.971273751347326,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0138,econ,HL,1,0,6.251106209907448,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0138,econ,HH,1,1,7.163745758938603,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0139,econ,LL,0,0,6.211121973581612,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0139,econ,LH,0,1,6.791899202158675,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0139,econ,HL,1,0,6.397562738740817,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0139,econ,HH,1,1,8.165912311495049,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0141,econ,LL,0,0,6.855897606787039,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0141,econ,LH,0,1,7.537237262924464,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0141,econ,HL,1,0,8.058329065534053,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0141,econ,HH,1,1,7.83536136825569,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0142,econ,LL,0,0,7.2205001101247035,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0142,econ,LH,0,1,8.182283048172394,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0142,econ,HL,1,0,7.226907116710208,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0142,econ,HH,1,1,7.754434125730768,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0143,econ,LL,0,0,6.276071275031427,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0143,econ,LH,0,1,6.409071071422659,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0143,econ,HL,1,0,6.459277082933113,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0143,econ,HH,1,1,6.889671398384962,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0144,econ,LL,0,0,6.265701288823038,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0144,econ,LH,0,1,7.707644345646258,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0144,econ,HL,1,0,6.174891362898052,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0144,econ,HH,1,1,8.15380361105781,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0145,econ,LL,0,0,6.413367287139408,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0145,econ,LH,0,1,7.602737591165351,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0145,econ,HL,1,0,7.551088655018248,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0145,econ,HH,1,1,7.965197354205884,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0146,econ,LL,0,0,6.010812626540428,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0146,econ,LH,0,1,7.2185221134423045,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0146,econ,HL,1,0,6.971316522704001,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0146,econ,HH,1,1,8.168531750013244,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0147,econ,LL,0,0,7.518877908180002,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0147,econ,LH,0,1,7.369614407245535,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0147,econ,HL,1,0,7.290632971096784,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0147,econ,HH,1,1,7.694172904230072,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0148,econ,LL,0,0,6.438496084942017,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0148,econ,LH,0,1,7.079348726168973,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0148,econ,HL,1,0,7.008141270140186,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0148,econ,HH,1,1,8.354513529717224,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0149,econ,LL,0,0,6.670185809911345,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0149,econ,LH,0,1,7.550221570567373,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0149,econ,HL,1,0,7.7635114675504155,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0149,econ,HH,1,1,8.048894293613557,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0150,econ,LL,0,0,5.959137228201143,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0150,econ,LH,0,1,7.121338461729465,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0150,econ,HL,1,0,7.069760758895427,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0150,econ,HH,1,1,8.2417802212276,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0151,econ,LL,0,0,7.28770431214798,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0151,econ,LH,0,1,7.5780457945293165,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0151,econ,HL,1,0,7.562780589796603,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0151,econ,HH,1,1,8.497923978771723,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0152,econ,LL,0,0,8.44350089688669,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0152,econ,LH,0,1,8.179794962503365,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0152,econ,HL,1,0,7.2378891033586115,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0152,econ,HH,1,1,8.25073113833787,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0154,ml,LL,0,0,6.743881525966572,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0154,ml,LH,0,1,7.927974442151026,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0154,ml,HL,1,0,7.331125762895681,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0154,ml,HH,1,1,7.947590320822201,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0158,ml,LL,0,0,6.309896481485339,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0158,ml,LH,0,1,8.136085267353337,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0158,ml,HL,1,0,7.283429622504627,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0158,ml,HH,1,1,8.093522223805849,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0159,ml,LL,0,0,6.0394131488283165,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0159,ml,LH,0,1,7.312608658685349,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0159,ml,HL,1,0,6.405510297976434,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0159,ml,HH,1,1,7.980172106937971,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0160,ml,LL,0,0,5.806136328843422,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0160,ml,LH,0,1,6.860748046368826,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0160,ml,HL,1,0,6.870530399988638,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0160,ml,HH,1,1,7.662509595553274,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0161,ml,LL,0,0,6.292583021335304,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0161,ml,LH,0,1,8.389375308233866,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0161,ml,HL,1,0,7.267595170065761,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0161,ml,HH,1,1,8.237502986743493,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0162,ml,LL,0,0,7.342106697586132,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0162,ml,LH,0,1,8.40733603584522,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0162,ml,HL,1,0,6.811361790030787,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0162,ml,HH,1,1,6.707539093491505,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0163,ml,LL,0,0,7.16882263077423,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0163,ml,LH,0,1,7.434312050929293,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0163,ml,HL,1,0,7.8414384903153405,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0163,ml,HH,1,1,8.723767067967856,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0164,ml,LL,0,0,7.226159882848151,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0164,ml,LH,0,1,7.089308177062776,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0164,ml,HL,1,0,6.91508671126212,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0164,ml,HH,1,1,7.10243405183428,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0165,ml,LL,0,0,7.5037552610447165,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0165,ml,LH,0,1,8.466822495185625,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0165,ml,HL,1,0,6.957614182785619,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0165,ml,HH,1,1,7.636604364568484,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0166,ml,LL,0,0,6.624520854355069,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0166,ml,LH,0,1,7.537367368815467,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0166,ml,HL,1,0,6.314950055675581,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0166,ml,HH,1,1,7.667213248991175,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0167,ml,LL,0,0,6.905234971898608,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0167,ml,LH,0,1,6.797435384476557,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0167,ml,HL,1,0,7.7134877694479655,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0167,ml,HH,1,1,7.73861532198498,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0168,ml,LL,0,0,5.859123908448964,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0168,ml,LH,0,1,7.252104110899381,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0168,ml,HL,1,0,6.969039895804599,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0168,ml,HH,1,1,8.241154082796129,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0169,ml,LL,0,0,6.747869133716449,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0169,ml,LH,0,1,7.735203995893244,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0169,ml,HL,1,0,7.219612626809976,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0169,ml,HH,1,1,7.78749841638637,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0170,ml,LL,0,0,4.985642427112907,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0170,ml,LH,0,1,6.413167095510289,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0170,ml,HL,1,0,6.0039706815441605,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0170,ml,HH,1,1,7.475555512908613,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0172,ml,LL,0,0,6.277272752951831,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0172,ml,LH,0,1,7.873855081386864,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0172,ml,HL,1,0,6.432018439983949,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0172,ml,HH,1,1,7.753069644415518,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0173,ml,LL,0,0,6.409230099641718,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0173,ml,LH,0,1,7.693594414100517,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0173,ml,HL,1,0,7.958239414358104,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0173,ml,HH,1,1,8.055172875378048,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0174,ml,LL,0,0,5.526852012146264,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0174,ml,LH,0,1,6.657635248964652,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0174,ml,HL,1,0,6.758841193455737,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0174,ml,HH,1,1,7.508613097284979,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0175,ml,LL,0,0,7.131948137975996,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0175,ml,LH,0,1,7.59135761577636,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0175,ml,HL,1,0,6.41381343989633,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0175,ml,HH,1,1,6.514201123354724,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0176,ml,LL,0,0,5.117365762358531,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0176,ml,LH,0,1,7.182024221896427,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0176,ml,HL,1,0,6.46898647263879,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0176,ml,HH,1,1,7.362956130862585,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0177,ml,LL,0,0,6.935571378679015,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0177,ml,LH,0,1,6.5677963914349675,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0177,ml,HL,1,0,7.301250879958388,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0177,ml,HH,1,1,8.008863612267305,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0178,ml,LL,0,0,6.641205051331781,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0178,ml,LH,0,1,7.380238374113105,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0178,ml,HL,1,0,6.5650725107843755,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
